,txt,txt_en,is_seed,is_meta
2246,Kansallissosialistit ja Nationalistit pois päätöksenteosta heti. Mieluiten lähetetään heidät pohjoiskoreaan. Oppivathan olemaan.,National Socialists and Nationalists out of decision-making immediately. Preferably send them to North Korea. They learn to be.,0,0
2247,Leikkauslinja vähentää kulutuskysyntää ja johtaa lamaan.,The cut line reduces consumer demand and leads to a recession.,0,0
2248,Eduskunnan keskusteluissa ilmentyvä aggressiivisuuden soisin loppuvan.,I would like the aggressiveness manifested in the debates of the Parliament to stop.,0,0
2249,"Kiusaamisen sijaan pitäisi puhua oikeilla nimillä. Uhkailu, vahingonteko, pahoinpitely yms. Kiusaaminen on vähättelevä termi.","Instead of bullying, you should speak with real names. Threatening, causing damage, abuse, etc. Bullying is a derogatory term.",0,0
2250,Kouluissa on tarkemmin perehdyttävä eri etnistä taustaa olevien oppilaiden tasavertaisuuteen. (rasismiin),Schools need to learn more about the equality of students with different ethnic backgrounds. (to racism),0,0
2251,Köyhistä oloista on moni menestyjä ponnistanut,Many successful people have worked hard from poor conditions,0,0
2252,Sitte se pitääs poistaa kaikelta ruualta,Then it should be removed from all food,0,0
2253,Maatalouden kustannusten hillitsemiseksi ja investointi mahdollisuuksien parantamiseksi pertö-ja kiinteistö vero vapautuksia maatiloille,"In order to curb the costs of agriculture and improve investment opportunities, pertö and real estate tax exemptions for farms",0,0
2254,Itsekkin joutunut samaan tilanteeseen.,I got into the same situation myself.,0,0
2256,Kaikkien puolueiden pitäisi ajaa paremmin vammaisten oikeuksia.,All parties should better promote the rights of disabled people.,0,0
2257,"Jospa niin olisi, ehkäpä silloin ajankuluessa asiat olisivat pitkäjännitteisesti hyvin hoidossa, kuka ties.","If only that were the case, maybe then things would be well taken care of in the long run, who knows.",0,0
2258,Tuuli- ja aurinkovoiman riittävä tuotantokapasiteetti ovat olennaisin osa Suomen vihreää siirtymää.,Sufficient production capacity of wind and solar power is the most essential part of Finland's green transition.,0,0
2259,"Jotain täytyy muuttua .Kouluissa kasvaa maan tulevaisuus,eikä  monissa kouluissa ole kasvatus kohdillaan.. Puhutaan vaikkapa kiusaamisesta","Something has to change. The future of the country is growing in schools, and in many schools the education is not right.. Let's talk about bullying, for example",0,0
2260,Vähän nopeasti tuli tehtyä mutta yleislinja varmasti selvisi.,"It was done a bit quickly, but the general line was definitely clear.",0,0
2261,"Suomen ei tulisi velkaantua lisää, jotta yli 10 000 euroa kuukaudessa tienaavat voisivat maksaa vähemmän veroja.","Finland should not take on more debt so that those earning more than 10,000 euros per month could pay less taxes.",0,0
2262,Työllisyyttä tulisi kasvattaa ensisijaisesti aktiivisilla työllistämistoimilla tukien leikkaamisen sijaan.,Employment should primarily be increased through active employment measures instead of cutting subsidies.,0,0
2263,Ympäristölle haitallisten tuotteiden tukeminen verorahoilla tulisi lopettaa,Subsidizing environmentally harmful products with tax money should be stopped,0,0
2264,Ruoantuotannon tukien osuus eli ruoan todellinen hinta pitäisi saada näkyviin kuluttajille,"The share of subsidies for food production, i.e. the real price of food, should be made visible to consumers",0,0
2265,Uutisjuontajien tulee pukeutua arvokkaasti eikä näyttää kaudelta sisään kävelleiltä.,News anchors should dress dignified and not look like they walked in for the season.,0,0
2266,Edustustehtäviin tulee laittaa rajoitus kuinka monta voi olla kerralla. Esim. ei voi olla kansanedustaja ja kunnanvaltuutettu samaan aikaan.,"There should be a limit on how many can be represented at once. For example, you cannot be a Member of Parliament and a municipal councilor at the same time.",0,0
2267,Tunnen oloni turvalliseksi kaupunkiympäristössä öisin ulkona liikkuessani.,I feel safe in an urban environment when I'm out at night.,0,0
2268,Pienempi perintövero parantaisi pienempien ja miksei suurempienkin yritysten ja varsinkin maatilojen elinkelpoisuutta,A lower inheritance tax would improve the viability of smaller and why not larger companies and especially farms,0,0
2269,Vapaa sivistystyö on selkeä käsite.,Free educational work is a clear concept.,0,0
2270,"Suomen pitää priorisoida asiat, joita yliopistomme tutkivat ja opettavat. Emme tarvitse tietoa tanssin vaikutuksesta afrikan feminismiin",Finland needs to prioritize the things that our universities research and teach. We don't need information about the impact of dance on African feminism,0,0
2271,Raakamaidon suoramyyntirajoitukset poistettava.,Restrictions on the direct sale of raw milk should be removed.,0,0
2272,"Työssäkäyvien ei pitäisi joutua turvautumaan sosiaalitukiin pärjätäkseen, vaan saada riittävä elanto palkastaan.","Working people should not have to rely on social benefits to get by, but get enough living from their salary.",0,0
2273,Raakamaitoa tulisi voida myydä kuluttajille esim. Reko-ruokarenkaan kautta.,Raw milk should be able to be sold to consumers through e.g. the Reko food ring.,0,0
2274,"Suomi voi velkaantua nykyisestä vielä lisää, mutta se ei ole toivottavaa.","Finland can become even more indebted than it is now, but that is not desirable.",0,0
2276,Suomen ääni kuuluu EU:ssa hyvin.,Finland's voice is heard well in the EU.,0,0
2277,"Meidän pitäisi puhua enemmän siitä miten terveysongelmat, mielenterveysongelmat ja addiktiot rajoittavat työllisyysasteen nousua.","We should talk more about how health problems, mental health problems and addictions limit the increase in the employment rate.",0,0
2278,"Reko-ruokarenkaan toimintaedellytyksiä tuettava niin, että se on aidosti vaihtoehto suurille kauppaketjuille.",The operating conditions of the Reko food ring should be supported so that it is truly an alternative to large retail chains.,0,0
2279,Maalaisjärjen käyttö on suositeltavaa monesti.,Common sense is often recommended.,0,0
2280,Teköäly auttaa ihmisiä.,Artificial intelligence helps people.,0,0
2281,Kaivoksia pitää olla Suomessa vähintään oman osamme verran meidän ja maailman kaivannaistarpeista.,There must be mines in Finland for at least our share of our and the world's mining needs.,0,0
2282,Tunnen ihmisen joka on vähentänyt ansiotyön tekemistä ensisijaisesti korkeaan verotukseen vedoten.,"I know a person who has cut down on paid work, primarily citing high taxation.",0,0
2283,"Ei säännööllistä koetta, vaan kerran vuodessa autonomistajille lähettettävä info.","No regular test, but information to be sent to car owners once a year.",0,0
2284,Voisimme vähentää teiden ja katujen pientareiden leikkaamista huomattavasti tukeaksemme luonnon monimuotoisuutta ja ympäristön viihtyvyyttä.,We could reduce the cutting of road and street pavements considerably to support the diversity of nature and the comfort of the environment.,0,0
2285,"Kouluruuan valmistajille järjestettävä  laatutesti vain voittaja oikeutettu jatkamaan toimintaa, näin ruuan/energian hävikki vähenee!","A quality test organized for school food manufacturers, only the winner is entitled to continue operations, this way food/energy loss is reduced!",0,0
2286,"Erilaisten sosiaalitukien viidakko on niin monimutkainen, että se haittaa tarpeellisten uudistusten tekemistä.",The jungle of different social benefits is so complicated that it hinders the implementation of necessary reforms.,0,0
2287,"Taksiuudistusta ei pidä perua, vaan uudistaa.","The taxi reform should not be canceled, but renewed.",0,0
2288,Bruttokansantuotteesta puhuttaessa meidän pitäisi paremmin erotella toivottava ja ei-toivottava bkt toisistaan.,"When talking about gross national product, we should better distinguish between desirable and undesirable GDP.",0,0
2289,"Päiväkotiin ja kouluun 80% lähi-, luomuruoka 1laatua  ja lisättävä marja, hedelmä, palkokasveja ja suomalaisia  juureksia.","For daycare and school, 80% local, organic food of 1 quality and additional berries, fruit, legumes and Finnish root vegetables.",0,0
2290,Taloudesta puhuttaessa pitäisi antaa enemmän painoarvoa esim. hyvinvoinnin ja osaamisen mittareille koska ne kuvaavat talouden tavoitteita.,"When talking about the economy, more weight should be given to indicators of e.g. well-being and competence because they describe the goals of the economy.",0,0
2291,"Olisi hyvä, että kouluihin saataisiin enemmän miesopettajia, vaikka ohjaavin keinoin.","It would be good if there were more male teachers in the schools, even if by guiding means.",0,0
2292,Eduskunnan kyselytuntien työskentelymalli muutettava enemmän ratkaisukeskeisemmäksi.,The working model of the Parliament's question hours should be changed to be more solution-oriented.,0,0
2293,Tarvitsemme uusia maankäytön ympäristövaikutuksiin pureutuvia veroja joihin siirtää verotuksen painopistettä ansioiden verottamisen sijasta.,"We need new taxes that deal with the environmental impact of land use, and shift the focus of taxation instead of taxing earnings.",0,0
2294,"Maanviljelijöille tarjottava konkreettisia tukipalveluita, jotta ilmoitus/lomakebyrokratia  hoituisi viljelijän kannalta keveämmin.","Concrete support services should be offered to farmers, so that the notification/form bureaucracy can be handled more lightly from the farmer's point of view.",0,0
2295,Maahanmuutosta tulisi keskustella nykyistä moniäänisemmin,Immigration should be discussed with more voices than at present,0,0
2296,Suomalaiset valittavat nykyään aivan liikaa kaikesta mahdollisesta,Nowadays Finns complain way too much about everything possible,0,0
2297,Terveellisen ja ympäristön kannalta hyvän ruuan hinta pitää olla muuta ruokaa alempi ja tätä pitää tarvittaessa tukea esim. verotuksella.,"In terms of health and the environment, the price of good food must be lower than other food, and this must be supported if necessary, e.g. with taxation.",0,0
2298,"Hyvinvointialueiden rahoitus ei saa olla kiinni valtion rahoituksesta, vaan niiden tulee halutessaan voida kerätä veroa","The financing of welfare areas must not depend on state funding, but they must be able to collect tax if they wish",0,0
2300,Tupakantumput kuulu roskiin on lisättävä tumppujenroskiksia jokaiselle bussipysäkeille sekä bussi - ja juna-asemille.,"Cigarette butts belong in the trash, cigarette butts must be added to every bus stop and bus and train station.",0,0
2301,"Arvonlisäveroa ei saa nostaa nykyisestä, koska se vaikuttaa eniten pienituloisiin.","The value-added tax must not be increased from the current level, because it affects low-income people the most.",0,0
2302,Mielenkiintoisia kysymyksiä. osa johdattelevia.,Interesting questions. some introductory.,0,0
2303,"Koulussa opetettava vain kaunokirjoitusta, koska tikkukirjoitus tyyli ei kannusta pitkien kirjallisten tehtävien tekoa.","In school, only calligraphy is taught, because the stick writing style does not encourage long written assignments.",0,0
2304,"Epäilen että ek osaisi säätää niin hyvän maalittamisen vastaisen lain, ettei se olisi samalla demokr. ja sananvap. vastainen.",I doubt that the EK would be able to enact such a good anti-targeting law that it would not be democratic at the same time. and freedom of speech contrary.,0,0
2305,Eläinten tappaminen oman nautinnon takia ei ole hyväksyttävää.,Killing animals for your own pleasure is not acceptable.,0,0
2306,Suomi tarvitsee kvanttilaskentaa.,Finland needs quantum computing.,0,0
2307,"Valtion tulee tukea Suomalaisia kvanttiteknologian yrityksiä, jotta maamme johtoasema alalla säilyy.",The state should support Finnish companies in quantum technology so that our country's leading position in the field is maintained.,0,0
